id,name,now_cost,position,team,starts_per_90,chance_of_playing_next_round,cost_change_event_fall,transfers_out,threat_rank_type,selected_by_percent,cost_change_start,cost_change_start_fall,threat_rank,clean_sheets,web_name,ict_index_rank_type,total_points,ep_next,status,ict_index,expected_goals_per_90,clean_sheets_per_90,points_per_game,yellow_cards,now_cost_rank_type,transfers_in,form_rank,saves,event_points,bonus,expected_goals,expected_goals_conceded_per_90,penalties_order,corners_and_indirect_freekicks_order,cost_change_event,in_dreamteam,ep_this,goals_conceded,selected_rank,chance_of_playing_this_round,goals_conceded_per_90,expected_goals_conceded,expected_assists,points_per_game_rank_type,starts,expected_goal_involvements,goals_scored,saves_per_90,creativity,threat,expected_goal_involvements_per_90,ict_index_rank,now_cost_rank,creativity_rank,value_form,news_added,influence,selected_rank_type,creativity_rank_type,influence_rank_type,bps,value_season,expected_assists_per_90,transfers_out_event,assists,influence_rank,news,transfers_in_event,form,minutes,direct_freekicks_order,form_rank_type,points_per_game_rank,dreamteam_count,red_cards
437,Taiwo Awoniyi,65,FWD,Nott'm Forest,0.0,100.0,0,4016,11,0.8,0,0,24,0,Awoniyi,13,7,2.7,a,6.8,2.7,0.0,7.0,0,18,21986,31,0,7,2,0.57,2.18,,,0,False,0.4,0,196,25.0,0.0,0.46,0.00,9,0,0.57,1,0.0,0.1,35.0,2.7,42,50,213,1.1,2023-08-06T23:30:06.012849Z,33.2,37,23,7,26,1.1,0.0,4016,0,30,,21986,7.0,19,,9,31,0,0
438,Giulian Biancone,40,DEF,Nott'm Forest,0.0,,0,752,94,0.1,0,0,250,0,Biancone,122,0,1.5,a,0.0,0.0,0.0,0.0,0,193,252,356,0,0,0,0.00,0.0,,,0,False,0.5,0,406,,0.0,0.00,0.00,127,0,0.00,0,0.0,0.0,0.0,0.0,310,630,293,0.0,,0.0,157,119,123,0,0.0,0.0,752,0,301,,252,0.0,0,,127,356,0,0
439,Willy Boly,45,DEF,Nott'm Forest,1.0,,0,731,6,0.1,0,0,28,0,Boly,11,1,2.5,a,6.1,0.21,0.0,1.0,0,54,1930,186,0,1,0,0.21,0.83,,,0,False,1.5,2,398,,2.0,0.83,0.03,61,1,0.24,0,0.0,10.8,33.0,0.24,49,340,108,0.2,,17.6,154,31,36,14,0.2,0.03,731,0,85,,1930,1.0,90,,61,186,0,0
440,Josh Bowler,45,MID,Nott'm Forest,0.0,0.0,0,105,122,0.0,0,0,405,0,Bowler,141,0,0.0,u,0.0,0.0,0.0,0.0,0,232,0,478,0,0,0,0.00,0.0,,,0,False,0.0,0,650,0.0,0.0,0.00,0.00,163,0,0.00,0,0.0,0.0,0.0,0.0,438,464,429,0.0,2023-08-04T09:38:29.203317Z,0.0,272,139,134,0,0.0,0.0,105,0,429,Season long loan to Cardiff City,0,0.0,0,,163,478,0,0
441,Steve Cook,45,DEF,Nott'm Forest,0.0,0.0,0,865,124,0.0,0,0,294,0,Cook,147,0,0.0,u,0.0,0.0,0.0,0.0,0,44,0,392,0,0,0,0.00,0.0,,,0,False,0.0,0,565,0.0,0.0,0.00,0.00,151,0,0.00,0,0.0,0.0,0.0,0.0,348,323,332,0.0,2023-08-10T13:47:53.233734Z,0.0,200,144,149,0,0.0,0.0,865,0,340,Permanent transfer to QPR,0,0.0,0,,151,392,0,0
442,Danilo dos Santos de Oliveira,55,MID,Nott'm Forest,1.29,,0,955,89,0.1,0,0,161,0,Danilo,88,2,2.6,a,1.2,0.0,0.0,2.0,0,94,560,158,0,2,0,0.00,0.49,,,0,False,1.6,2,402,,2.57,0.38,0.01,71,1,0.01,0,0.0,1.1,2.0,0.01,191,147,175,0.4,,8.6,127,98,65,8,0.4,0.01,955,0,154,,560,2.0,70,,71,158,0,0
443,Emmanuel Dennis,50,FWD,Nott'm Forest,0.0,,0,6285,57,0.6,0,0,564,0,Dennis,57,0,1.9,a,0.0,0.0,0.0,0.0,0,51,1765,592,0,0,0,0.00,0.0,,,0,False,0.9,0,221,,0.0,0.00,0.00,64,0,0.00,0,0.0,0.0,0.0,0.0,579,263,574,0.0,,0.0,40,56,56,0,0.0,0.0,6285,0,571,,1765,0.0,0,4.0,64,592,0,0
444,Mohamed Dräger,40,DEF,Nott'm Forest,0.0,,0,870,69,0.2,0,0,212,0,Dräger,97,0,1.5,a,0.0,0.0,0.0,0.0,0,168,250,320,0,0,0,0.00,0.0,,,0,False,0.5,0,378,,0.0,0.00,0.00,103,0,0.00,0,0.0,0.0,0.0,0.0,273,592,255,0.0,,0.0,148,94,98,0,0.0,0.0,870,0,264,,250,0.0,0,,103,320,0,0
445,Felipe Augusto de Almeida Monteiro,45,DEF,Nott'm Forest,0.0,0.0,0,758,143,0.0,0,0,323,0,Felipe,163,0,0.0,i,0.0,0.0,0.0,0.0,0,70,27,410,0,0,0,0.00,0.0,,,0,False,0.0,0,559,0.0,0.0,0.00,0.00,165,0,0.00,0,0.0,0.0,0.0,0.0,370,359,358,0.0,2023-08-06T23:30:06.031954Z,0.0,198,161,165,0,0.0,0.0,758,0,362,Knee injury - Unknown return date,27,0.0,0,,165,410,0,0
446,Remo Freuler,50,MID,Nott'm Forest,0.0,,0,265,182,0.0,0,0,499,0,Freuler,198,0,2.1,a,0.0,0.0,0.0,0.0,0,114,25,552,0,0,0,0.00,0.0,,,0,False,1.1,0,562,,0.0,0.00,0.00,214,0,0.00,0,0.0,0.0,0.0,0.0,525,177,517,0.0,,0.0,219,197,191,0,0.0,0.0,265,0,517,,25,0.0,0,,214,552,0,0
447,Morgan Gibbs-White,60,MID,Nott'm Forest,1.0,,0,13377,63,2.5,0,0,111,0,Gibbs-White,57,2,2.7,a,3.2,0.07,0.0,2.0,0,45,8971,164,0,2,0,0.07,0.83,1.0,1.0,0,False,1.7,2,117,,2.0,0.83,0.21,74,1,0.28,0,0.0,17.8,6.0,0.28,111,75,64,0.3,,8.2,44,46,68,8,0.3,0.21,13377,0,159,,8971,2.0,90,1.0,74,164,0,0
448,Wayne Hennessey,40,GKP,Nott'm Forest,0.0,0.0,0,1998,3,0.3,0,0,173,0,Hennessey,17,0,0.0,i,0.0,0.0,0.0,0.0,0,32,81,285,0,0,0,0.00,0.0,,,0,False,0.0,0,273,0.0,0.0,0.00,0.00,23,0,0.00,0,0.0,0.0,0.0,0.0,235,553,216,0.0,2023-08-06T23:30:06.047716Z,0.0,41,4,17,0,0.0,0.0,1998,0,227,Knee injury - Expected back 02 Sep,81,0.0,0,,23,285,0,0
449,Ethan Horvath,45,GKP,Nott'm Forest,0.0,,0,1046,59,0.1,0,0,340,0,Horvath,66,0,2.9,a,0.0,0.0,0.0,0.0,0,23,286,424,0,0,0,0.00,0.0,,,0,False,1.9,0,397,,0.0,0.00,0.00,69,0,0.00,0,0.0,0.0,0.0,0.0,383,378,371,0.0,,0.0,60,59,66,0,0.0,0.0,1046,0,375,,286,0.0,0,,69,424,0,0
450,Brennan Johnson,60,MID,Nott'm Forest,1.14,,0,3671,64,0.7,0,0,112,0,Johnson,104,2,2.7,a,0.5,0.32,0.0,2.0,0,48,3293,165,0,2,0,0.28,0.49,2.0,,0,False,1.7,2,207,,2.28,0.43,0.00,75,1,0.28,0,0.0,0.3,6.0,0.32,219,78,203,0.3,,0.0,65,109,276,0,0.3,0.0,3671,0,647,,3293,2.0,79,,75,165,0,0
451,Cheikhou Kouyaté,50,MID,Nott'm Forest,0.0,,0,239,92,0.0,0,0,168,0,Kouyaté,101,1,2.1,a,0.5,1.8,0.0,1.0,0,102,45,224,0,1,0,0.02,7.2,,,0,False,1.1,0,561,,0.0,0.08,0.00,96,0,0.02,0,0.0,0.2,1.0,1.8,216,161,207,0.2,,3.4,218,110,84,2,0.2,0.0,239,0,192,,45,1.0,1,,96,224,0,0
452,Richie Laryea,45,DEF,Nott'm Forest,0.0,0.0,0,160,170,0.0,0,0,373,0,Laryea,182,0,0.0,u,0.0,0.0,0.0,0.0,0,112,0,450,0,0,0,0.00,0.0,,,0,False,0.0,0,638,0.0,0.0,0.00,0.00,185,0,0.00,0,0.0,0.0,0.0,0.0,410,426,400,0.0,2023-08-04T09:37:12.198683Z,0.0,215,181,183,0,0.0,0.0,160,0,401,Loan to the end of the year with a permanent transfer in view,0,0.0,0,,185,450,0,0
453,Orel Mangala,50,MID,Nott'm Forest,1.01,,0,217,206,0.0,0,0,531,0,Mangala,82,1,2.1,a,1.7,0.0,0.0,1.0,1,146,104,235,0,1,0,0.00,0.76,,,0,False,1.1,2,570,,2.02,0.75,0.00,103,1,0.00,0,0.0,10.8,0.0,0.0,175,222,112,0.2,,6.0,225,70,75,-2,0.2,0.0,217,0,173,,104,1.0,89,,103,235,0,0
454,Loïc Mbe Soh,40,DEF,Nott'm Forest,0.0,,0,678,87,0.1,0,0,242,0,Mbe Soh,115,0,1.5,a,0.0,0.0,0.0,0.0,0,186,168,348,0,0,0,0.00,0.0,,,0,False,0.5,0,421,,0.0,0.00,0.00,120,0,0.00,0,0.0,0.0,0.0,0.0,302,622,285,0.0,,0.0,161,112,116,0,0.0,0.0,678,0,293,,168,0.0,0,,120,348,0,0
455,Scott McKenna,45,DEF,Nott'm Forest,1.0,,0,486,150,0.1,0,0,339,0,McKenna,72,1,2.5,a,1.2,0.0,0.0,1.0,0,79,605,190,0,1,0,0.00,0.83,,,0,False,1.5,2,440,,2.0,0.83,0.00,64,1,0.00,0,0.0,0.3,0.0,0.0,190,377,197,0.2,,12.0,167,72,53,8,0.2,0.0,486,0,121,,605,1.0,90,,64,190,0,0
456,Alex Mighten,45,MID,Nott'm Forest,0.0,,0,323,121,0.0,0,0,403,0,Mighten,140,0,1.5,a,0.0,0.0,0.0,0.0,0,231,130,476,0,0,0,0.00,0.0,,,0,False,0.5,0,543,,0.0,0.00,0.00,162,0,0.00,0,0.0,0.0,0.0,0.0,436,462,427,0.0,,0.0,206,138,133,0,0.0,0.0,323,0,427,,130,0.0,0,,162,476,0,0
457,Moussa Niakhaté,45,DEF,Nott'm Forest,0.0,100.0,0,257,159,0.0,0,0,354,0,Niakhaté,175,0,2.5,a,0.0,0.0,0.0,0.0,0,94,99,438,0,0,0,0.00,0.0,,,0,False,0.4,0,560,25.0,0.0,0.00,0.00,179,0,0.00,0,0.0,0.0,0.0,0.0,397,399,385,0.0,2023-08-06T23:30:06.061982Z,0.0,199,173,177,0,0.0,0.0,257,0,389,,99,0.0,0,,179,438,0,0
458,Lewis O'Brien,50,MID,Nott'm Forest,0.0,,0,164,226,0.0,0,0,568,0,O'Brien,236,0,2.1,a,0.0,0.0,0.0,0.0,0,172,20,594,0,0,0,0.00,0.0,,,0,False,1.1,0,602,,0.0,0.00,0.00,243,0,0.00,0,0.0,0.0,0.0,0.0,582,267,577,0.0,,0.0,244,235,229,0,0.0,0.0,164,0,574,,20,0.0,0,,243,594,0,0
459,Braian Ojeda Rodríguez,45,MID,Nott'm Forest,0.0,0.0,0,119,129,0.0,0,0,417,0,Ojeda,147,0,0.0,u,0.0,0.0,0.0,0.0,0,239,0,486,0,0,0,0.00,0.0,,,0,False,0.0,0,648,0.0,0.0,0.00,0.00,168,0,0.00,0,0.0,0.0,0.0,0.0,449,477,441,0.0,2023-08-04T09:39:04.512634Z,0.0,270,146,140,0,0.0,0.0,119,0,440,Permanent transfer to Real Salt Lake,0,0.0,0,,168,486,0,0
460,Jonathan Panzo,40,DEF,Nott'm Forest,0.0,,0,720,78,0.1,0,0,224,0,Panzo,106,0,1.5,a,0.0,0.0,0.0,0.0,0,177,245,332,0,0,0,0.00,0.0,,,0,False,0.5,0,388,,0.0,0.00,0.00,112,0,0.00,0,0.0,0.0,0.0,0.0,285,604,267,0.0,,0.0,151,103,107,0,0.0,0.0,720,0,276,,245,0.0,0,,112,332,0,0
461,Omar Richards,45,DEF,Nott'm Forest,0.0,,0,431,164,0.1,0,0,361,0,O.Richards,179,0,2.5,a,0.0,0.0,0.0,0.0,0,101,29,444,0,0,0,0.00,0.0,,,0,False,1.5,0,485,,0.0,0.00,0.00,183,0,0.00,0,0.0,0.0,0.0,0.0,403,408,391,0.0,,0.0,183,177,180,0,0.0,0.0,431,0,394,,29,0.0,0,,183,444,0,0
462,Gustavo Henrique Furtado Scarpa,45,MID,Nott'm Forest,0.0,,0,639,109,0.1,0,0,349,0,G.Scarpa,129,0,1.5,a,0.0,0.0,0.0,0.0,0,218,177,434,0,0,0,0.00,0.0,,,0,False,0.5,0,473,,0.0,0.00,0.00,151,0,0.00,0,0.0,0.0,0.0,0.0,392,392,380,0.0,,0.0,164,127,122,0,0.0,0.0,639,0,384,,177,0.0,0,,151,434,0,0
463,Jonjo Shelvey,50,MID,Nott'm Forest,0.0,,0,366,174,0.0,0,0,488,0,J.Shelvey,190,0,2.1,a,0.0,0.0,0.0,0.0,0,101,58,545,0,0,0,0.00,0.0,,2.0,0,False,1.1,0,542,,0.0,0.00,0.00,209,0,0.00,0,0.0,0.0,0.0,0.0,514,158,506,0.0,,0.0,205,189,183,0,0.0,0.0,366,0,506,,58,0.0,0,,209,545,0,0
464,Sam Surridge,45,FWD,Nott'm Forest,0.0,0.0,0,6093,29,0.4,0,0,369,0,Surridge,29,0,0.0,u,0.0,0.0,0.0,0.0,0,66,0,447,0,0,0,0.00,0.0,,,0,False,0.0,0,255,0.0,0.0,0.00,0.00,41,0,0.00,0,0.0,0.0,0.0,0.0,407,421,397,0.0,2023-07-26T11:30:33.401435Z,0.0,45,28,26,0,0.0,0.0,6093,0,398,Joined Nashville SC on a permanent transfer,0,0.0,0,,41,447,0,0
465,Harry Toffolo,45,DEF,Nott'm Forest,0.0,,0,423,141,0.1,0,0,321,0,Toffolo,161,0,2.5,a,0.0,0.0,0.0,0.0,0,68,25,408,0,0,0,0.00,0.0,,,0,False,1.5,0,497,,0.0,0.00,0.00,163,0,0.00,0,0.0,0.0,0.0,0.0,368,357,356,0.0,,0.0,184,159,163,0,0.0,0.0,423,0,360,,25,0.0,0,,163,408,0,0
466,Hwang Ui-jo,45,FWD,Nott'm Forest,0.0,,0,6331,27,1.4,0,0,358,0,Ui-jo,27,0,1.5,a,0.0,0.0,0.0,0.0,0,64,1928,441,0,0,0,0.00,0.0,,,0,False,0.5,0,142,,0.0,0.00,0.00,39,0,0.00,0,0.0,0.0,0.0,0.0,400,405,388,0.0,,0.0,26,26,24,0,0.0,0.0,6331,0,391,,1928,0.0,0,,39,441,0,0
467,Neco Williams,45,DEF,Nott'm Forest,0.0,,0,1149,167,0.3,0,0,365,0,Williams,78,1,2.5,a,0.4,0.0,0.0,1.0,0,108,721,196,0,1,0,0.00,2.3,,,0,False,1.5,0,288,,0.0,0.46,0.00,70,0,0.00,0,0.0,0.1,0.0,0.0,220,417,209,0.2,,3.4,110,76,75,4,0.2,0.0,1149,0,191,,721,1.0,18,3.0,70,196,0,0
468,Chris Wood,50,FWD,Nott'm Forest,0.0,,0,4701,50,0.6,0,0,492,0,Wood,50,1,1.9,a,0.0,0.0,0.0,1.0,0,42,1598,225,0,1,0,0.00,7.2,,,0,False,0.9,0,222,,0.0,0.08,0.00,27,0,0.00,0,0.0,0.0,0.0,0.0,518,165,510,0.2,,0.0,41,49,48,3,0.2,0.0,4701,0,510,,1598,1.0,1,,27,225,0,0
469,Joe Worrall,45,DEF,Nott'm Forest,1.01,,0,475,43,0.1,0,0,141,0,Worrall,60,1,2.5,a,1.8,0.0,0.0,1.0,0,102,346,195,0,1,0,0.00,0.76,,,0,False,1.5,2,454,,2.02,0.75,0.00,69,1,0.00,0,0.0,0.0,2.0,0.0,165,409,392,0.2,,16.2,176,178,39,10,0.2,0.0,475,0,91,,346,1.0,89,,69,195,0,0
470,Ryan Yates,50,MID,Nott'm Forest,1.0,,0,276,217,0.0,0,0,545,0,Yates,92,2,2.1,a,1.0,0.0,0.0,2.0,0,157,137,134,0,2,0,0.00,0.83,,,0,False,1.1,2,526,,2.0,0.83,0.01,52,1,0.01,0,0.0,2.3,0.0,0.01,197,238,151,0.4,,7.6,194,86,71,2,0.4,0.01,276,0,164,,137,2.0,90,,52,134,0,0
604,Olu Aina,45,DEF,Nott'm Forest,1.27,,0,945,147,0.1,0,0,334,0,Aina,166,0,2.5,a,0.0,0.03,0.0,0.0,1,75,1596,420,0,0,0,0.02,0.48,,,0,False,1.5,2,405,,2.54,0.38,0.00,169,1,0.02,0,0.0,0.0,0.0,0.03,380,371,368,0.0,,0.0,156,164,168,9,0.0,0.0,945,0,372,,1596,0.0,71,,169,420,0,0
636,George Shelvey,40,GKP,Nott'm Forest,0.0,,0,164,40,0.0,0,0,258,0,G.Shelvey,52,0,1.5,a,0.0,0.0,0.0,0.0,0,69,204,364,0,0,0,0.00,0.0,,,0,False,0.5,0,512,,0.0,0.00,0.00,58,0,0.00,0,0.0,0.0,0.0,0.0,318,638,301,0.0,,0.0,66,41,52,0,0.0,0.0,164,0,309,,204,0.0,0,,58,364,0,0
637,Josh Powell,40,DEF,Nott'm Forest,0.0,,0,375,114,0.1,0,0,279,0,Powell,140,0,1.5,a,0.0,0.0,0.0,0.0,0,215,430,382,0,0,0,0.00,0.0,,,0,False,0.5,0,444,,0.0,0.00,0.00,144,0,0.00,0,0.0,0.0,0.0,0.0,337,661,320,0.0,,0.0,169,137,142,0,0.0,0.0,375,0,329,,430,0.0,0,,144,382,0,0
27,Auston Trusty,40,DEF,Sheffield Utd,0.0,,0,4095,76,1.1,0,0,221,0,Trusty,104,0,0.5,a,0.0,0.0,0.0,0.0,0,175,4205,329,0,0,0,0.00,0.0,,,0,False,0.5,0,167,,0.0,0.00,0.00,110,0,0.00,0,0.0,0.0,0.0,0.0,282,601,264,0.0,,0.0,59,101,105,0,0.0,0.0,4095,0,273,,4205,0.0,0,,110,329,0,0
471,Anel Ahmedhodžić,45,DEF,Sheffield Utd,1.0,,0,2025,182,0.4,0,0,392,0,Ahmedhodžić,190,1,1.5,a,0.0,0.05,0.0,1.0,1,127,908,203,0,1,0,0.05,2.01,,,0,False,1.5,1,244,,1.0,2.01,0.00,76,1,0.05,0,0.0,0.0,0.0,0.05,425,448,416,0.2,,0.0,89,190,191,4,0.2,0.0,2025,0,416,,908,1.0,90,,76,203,0,0
472,Jordan Amissah,40,GKP,Sheffield Utd,0.0,,0,1147,47,0.4,0,0,277,0,Amissah,59,0,0.5,a,0.0,0.0,0.0,0.0,0,76,631,380,0,0,0,0.00,0.0,,,0,False,0.5,0,259,,0.0,0.00,0.00,65,0,0.00,0,0.0,0.0,0.0,0.0,335,659,318,0.0,,0.0,38,48,59,0,0.0,0.0,1147,0,327,,631,0.0,0,,65,380,0,0
473,George Baldock,40,DEF,Sheffield Utd,1.0,,0,18226,56,15.4,0,0,185,0,Baldock,84,2,0.5,a,0.0,0.0,0.0,2.0,0,155,52666,90,0,2,0,0.00,2.01,,,0,False,0.5,1,28,,1.0,2.01,0.02,25,1,0.02,0,0.0,0.0,0.0,0.02,247,565,228,0.5,,0.0,11,81,85,6,0.5,0.02,18226,0,238,,52666,2.0,90,,25,90,0,0
474,Chris Basham,40,DEF,Sheffield Utd,1.14,,0,1941,53,0.5,0,0,177,0,Basham,81,2,0.5,a,0.0,0.0,0.0,2.0,0,152,6266,89,0,2,0,0.00,2.05,,,0,False,0.5,1,231,,1.14,1.80,0.00,24,1,0.00,0,0.0,0.0,0.0,0.0,239,557,220,0.5,,0.0,85,78,83,6,0.5,0.0,1941,0,231,,6266,2.0,79,,24,89,0,0
476,Jayden Bogle,45,DEF,Sheffield Utd,0.0,25.0,0,325,177,0.0,0,0,382,0,Bogle,187,0,0.4,d,0.0,0.0,0.0,0.0,0,121,39,458,0,0,0,0.00,0.0,,,0,False,0.4,0,593,25.0,0.0,0.00,0.00,191,0,0.00,0,0.0,0.0,0.0,0.0,417,437,407,0.0,2023-08-04T11:00:04.348112Z,0.0,205,186,188,0,0.0,0.0,325,0,408,Knee injury - 25% chance of playing,39,0.0,0,,191,458,0,0
477,Rhian Brewster,50,FWD,Sheffield Utd,0.0,25.0,0,1193,52,0.1,0,0,538,0,Brewster,52,0,0.2,d,0.0,0.0,0.0,0.0,0,46,82,577,0,0,0,0.00,0.0,2.0,,0,False,0.2,0,471,25.0,0.0,0.00,0.00,60,0,0.00,0,0.0,0.0,0.0,0.0,559,229,553,0.0,2023-08-06T23:30:06.086613Z,0.0,65,51,51,0,0.0,0.0,1193,0,552,Lack of match fitness - 25% chance of playing,82,0.0,0,,60,577,0,0
478,Ismaila Coulibaly,45,MID,Sheffield Utd,0.0,25.0,0,560,141,0.0,0,0,438,0,Coulibaly,159,0,0.1,d,0.0,0.0,0.0,0.0,0,252,47,506,0,0,0,0.00,0.0,,,0,False,0.1,0,535,25.0,0.0,0.00,0.00,180,0,0.00,0,0.0,0.0,0.0,0.0,469,502,461,0.0,2023-08-04T11:00:04.362630Z,0.0,201,158,152,0,0.0,0.0,560,0,461,Knee injury - 25% chance of playing,47,0.0,0,,180,506,0,0
479,Adam Davies,40,GKP,Sheffield Utd,0.0,,0,662,14,0.2,0,0,190,0,Davies,27,0,0.5,a,0.0,0.0,0.0,0.0,0,43,312,298,0,0,0,0.00,0.0,,,0,False,0.5,0,333,,0.0,0.00,0.00,33,0,0.00,0,0.0,0.0,0.0,0.0,251,570,233,0.0,,0.0,51,15,27,0,0.0,0.0,662,0,242,,312,0.0,0,,33,298,0,0
480,John Egan,45,DEF,Sheffield Utd,1.0,,0,554,134,0.2,0,0,313,0,Egan,155,2,1.5,a,0.0,0.04,0.0,2.0,0,60,468,102,0,2,0,0.04,2.01,,,0,False,1.5,1,369,,1.0,2.01,0.00,34,1,0.04,0,0.0,0.0,0.0,0.04,362,348,350,0.4,,0.0,145,153,157,13,0.4,0.0,554,0,354,,468,2.0,90,,34,102,0,0
481,John Fleck,50,MID,Sheffield Utd,0.0,75.0,0,136,172,0.0,0,0,486,0,Fleck,188,0,0.8,d,0.0,0.0,0.0,0.0,0,99,12,543,0,0,0,0.00,0.0,,2.0,0,False,0.8,0,627,75.0,0.0,0.00,0.00,207,0,0.00,0,0.0,0.0,0.0,0.0,512,156,504,0.0,2023-08-04T11:00:04.379703Z,0.0,257,187,181,0,0.0,0.0,136,0,504,Knock - 75% chance of playing,12,0.0,0,,207,543,0,0
482,Wes Foderingham,45,GKP,Sheffield Utd,1.0,,0,1014,55,0.3,0,0,302,0,Foderingham,64,4,1.9,a,0.0,0.0,0.0,4.0,0,19,2483,57,7,4,0,0.00,2.01,,,0,False,1.9,1,278,,1.0,2.01,0.00,5,1,0.00,0,7.0,0.0,0.0,0.0,354,334,340,0.9,,0.0,43,56,64,22,0.9,0.0,1014,0,346,,2483,4.0,90,,5,57,0,0
483,Daniel Jebbison,50,FWD,Sheffield Utd,0.0,75.0,0,283,66,0.0,0,0,591,0,Jebbison,66,0,0.7,d,0.0,0.0,0.0,0.0,0,61,26,611,0,0,0,0.00,0.0,,,0,False,0.7,0,592,75.0,0.0,0.00,0.00,71,0,0.00,0,0.0,0.0,0.0,0.0,605,303,599,0.0,2023-08-06T23:30:06.119901Z,0.0,83,65,65,0,0.0,0.0,283,0,598,Groin Injury - 75% chance of playing,26,0.0,0,,71,611,0,0
484,Max Lowe,45,DEF,Sheffield Utd,1.14,,0,408,145,0.1,0,0,331,0,Lowe,30,2,1.5,a,3.8,0.0,0.0,2.0,0,73,204,105,0,2,0,0.00,2.05,,,0,False,1.5,1,453,,1.14,1.80,0.01,35,1,0.01,0,0.0,10.9,0.0,0.01,99,368,106,0.4,,27.2,175,30,15,10,0.4,0.01,408,0,46,,204,2.0,79,,35,105,0,0
485,Oliver McBurnie,55,FWD,Sheffield Utd,0.0,50.0,0,851,70,0.0,0,0,611,0,McBurnie,70,0,0.7,d,0.0,0.0,0.0,0.0,0,31,95,624,0,0,0,0.00,0.0,,,0,False,0.7,0,511,50.0,0.0,0.00,0.00,74,0,0.00,0,0.0,0.0,0.0,0.0,618,108,616,0.0,2023-08-06T23:30:06.135129Z,0.0,72,69,70,0,0.0,0.0,851,0,612,Foot injury - 50% chance of playing,95,0.0,0,,74,624,0,0
486,Iliman Ndiaye,55,FWD,Sheffield Utd,0.0,0.0,0,997,71,0.0,0,0,630,0,Ndiaye,71,0,0.0,u,0.0,0.0,0.0,0.0,0,35,0,639,0,0,0,0.00,0.0,,,0,False,0.0,0,578,0.0,0.0,0.00,0.00,75,0,0.00,0,0.0,0.0,0.0,0.0,635,140,633,0.0,2023-08-02T07:28:59.550053Z,0.0,80,70,71,0,0.0,0.0,997,0,630,Permanent transfer to Marseille,0,0.0,0,,75,639,0,0
487,Rhys Norrington-Davies,40,DEF,Sheffield Utd,0.0,25.0,0,612,99,0.1,0,0,255,0,Norrington-Davies,127,0,0.1,d,0.0,0.0,0.0,0.0,0,198,57,361,0,0,0,0.00,0.0,,,0,False,0.1,0,474,25.0,0.0,0.00,0.00,132,0,0.00,0,0.0,0.0,0.0,0.0,315,635,298,0.0,2023-08-06T23:30:06.150503Z,0.0,180,124,128,0,0.0,0.0,612,0,306,Lack of match fitness - 25% chance of playing,57,0.0,0,,132,361,0,0
488,Oliver Norwood,50,MID,Sheffield Utd,1.0,100.0,0,207,178,0.0,0,0,495,0,Norwood,194,2,1.1,a,0.0,0.04,0.0,2.0,0,107,267,119,0,2,0,0.04,2.01,,1.0,0,False,0.8,1,566,75.0,1.0,2.01,0.09,43,1,0.13,0,0.0,0.0,0.0,0.13,521,169,513,0.4,2023-08-06T23:30:06.165508Z,0.0,222,193,187,11,0.4,0.09,207,0,513,,267,2.0,90,1.0,43,119,0,0
489,Ben Osborn,50,MID,Sheffield Utd,1.05,,0,205,199,0.0,0,0,522,0,Osborn,214,2,1.1,a,0.0,0.13,0.0,2.0,0,139,114,130,0,2,0,0.12,2.1,,,0,False,1.1,1,558,,1.05,2.01,0.01,50,1,0.13,0,0.0,0.0,0.0,0.14,544,213,538,0.4,,0.0,217,213,207,6,0.4,0.01,205,0,537,,114,2.0,86,,50,130,0,0
490,William Osula,45,FWD,Sheffield Utd,1.0,,0,5627,49,1.7,0,0,473,0,Osula,49,1,0.5,a,0.0,0.24,0.0,1.0,1,87,7988,221,0,1,0,0.24,2.01,,,0,False,0.5,1,138,,1.0,2.01,0.01,26,1,0.25,0,0.0,0.0,0.0,0.25,501,543,493,0.2,,0.0,25,48,47,-5,0.2,0.01,5627,0,493,,7988,1.0,90,,26,221,0,0
576,Jack Robinson,45,DEF,Sheffield Utd,1.14,,0,365,129,0.1,0,0,305,0,Robinson,151,2,1.5,a,0.0,0.0,0.0,2.0,0,52,178,99,0,2,0,0.00,2.05,,,0,False,1.5,1,449,,1.14,1.80,0.00,31,1,0.00,0,0.0,0.0,0.0,0.0,356,337,342,0.4,,0.0,172,148,153,10,0.4,0.0,365,0,348,,178,2.0,79,,31,99,0,0
587,Anis Slimane,50,MID,Sheffield Utd,0.0,,0,661,237,0.1,0,0,587,0,Slimane,247,0,1.1,a,0.0,0.0,0.0,0.0,1,194,92,608,0,0,0,0.00,1.89,,,0,False,1.1,0,488,,0.0,0.21,0.00,251,0,0.00,0,0.0,0.0,0.0,0.0,601,299,595,0.0,,0.0,173,245,241,-2,0.0,0.0,661,0,594,,92,0.0,10,,251,608,0,0
592,Yasser Larouci,45,DEF,Sheffield Utd,0.0,,0,347,187,0.1,0,0,414,0,Larouci,195,1,1.5,a,0.0,0.0,0.0,1.0,0,136,42,207,0,1,0,0.00,1.89,,,0,False,1.5,0,483,,0.0,0.21,0.00,78,0,0.00,0,0.0,0.0,0.0,0.0,446,474,438,0.2,,0.0,182,195,196,4,0.2,0.0,347,0,437,,42,1.0,10,,78,207,0,0
